CS profile #,Date,Depth [m],Depth from DP [m],Dist from end [m],Dist from DP [m],Corr dist [m],Velocity [m/s],Discharge [m3/s],,d_t = w_t/R
1,6/17/2016 13:14,0,0.17,0,-0.8,-0.8,0,0,,0.045
1,6/17/2016 13:14,0.045,0.125,0.2,-0.6,-0.6,0.0305,0.0004,,0.045
1,6/17/2016 13:14,0.09,0.08,0.4,-0.4,-0.4,0.0388,0.0007,,0.065
1,6/17/2016 13:14,0.155,0.015,0.6,-0.2,-0.2,0.0485,0.0015,,0.015
1,6/17/2016 13:14,0.17,0,0.8,0,0,0.1071,0.0036,,-0.045
1,6/17/2016 13:14,0.125,0.045,1,0.2,0.2,0.0827,0.0021,,0.005
1,6/17/2016 13:14,0.13,0.04,1.2,0.4,0.4,0.0632,0.0016,,-0.03
1,6/17/2016 13:14,0.1,0.07,1.4,0.6,0.6,0.0632,0.0013,,-0.015
1,6/17/2016 13:14,0.085,0.085,1.6,0.8,0.8,0.0632,0.0011,,0.025
1,6/17/2016 13:14,0.11,0.06,1.8,1,1,0.0388,0.0009,,-0.03
1,6/17/2016 13:14,0.08,0.09,2,1.2,1.2,0.0583,0.0009,,-0.07
1,6/17/2016 13:14,0.01,0.16,2.2,1.4,1.4,0.0117,0,,-0.01
1,6/17/2016 13:14,0,0.17,2.23,1.43,1.43,0,0,,0
2,6/17/2016 16:45,0,0.21,0,-0.78,-0.78,0,0,,0.085
2,6/17/2016 16:45,0.085,0.125,0.18,-0.6,-0.6,0.0339,0.0008,,0.05
2,6/17/2016 16:45,0.135,0.075,0.38,-0.4,-0.4,0.0973,0.0026,,0.045
2,6/17/2016 16:45,0.18,0.03,0.58,-0.2,-0.2,0.0973,0.0035,,0.03
2,6/17/2016 16:45,0.21,0,0.78,0,0,0.1168,0.0049,,-0.065
2,6/17/2016 16:45,0.145,0.065,0.98,0.2,0.2,0.0827,0.0024,,-0.01
2,6/17/2016 16:45,0.135,0.075,1.18,0.4,0.4,0.0729,0.002,,-0.005
2,6/17/2016 16:45,0.13,0.08,1.38,0.6,0.6,0.0729,0.0019,,-0.03
2,6/17/2016 16:45,0.1,0.11,1.58,0.8,0.8,0.1071,0.0021,,0.055
2,6/17/2016 16:45,0.155,0.055,1.78,1,1,0.1071,0.0033,,-0.05
2,6/17/2016 16:45,0.105,0.105,1.98,1.2,1.2,0.0681,0.0021,,-0.105
2,6/17/2016 16:45,0,0.21,2.18,1.4,1.4,0,0,,0
3,6/19/2016 14:10,0,0.62,0,-1.3,-1.6,0,0,,0.35
3,6/19/2016 14:10,0.35,0.27,0.3,-1,-1.4,0.0058,0.0008,,0.07
3,6/19/2016 14:10,0.42,0.2,0.5,-0.8,-1.2,0.2613,0.022,,0.08
3,6/19/2016 14:10,0.5,0.12,0.7,-0.6,-1,0.4711,0.0471,,0.05
3,6/19/2016 14:10,0.55,0.07,0.9,-0.4,-0.8,0.4751,0.0523,,0.07
3,6/19/2016 14:10,0.62,0,1.1,-0.2,-0.6,0.5302,0.0657,,0
3,6/19/2016 14:10,0.62,0,1.3,0,-0.4,0.4956,0.0614,,-0.05
3,6/19/2016 14:10,0.57,0.05,1.5,0.2,-0.2,0.4382,0.05,,-0.01
3,6/19/2016 14:10,0.56,0.06,1.7,0.4,0,0.4609,0.0516,,-0.01
3,6/19/2016 14:10,0.55,0.07,1.9,0.6,0.2,0.4302,0.0473,,0
3,6/19/2016 14:10,0.55,0.07,2.1,0.8,0.4,0.4302,0.0473,,0
3,6/19/2016 14:10,0.55,0.07,2.3,1,0.6,0.384,0.0422,,-0.06
3,6/19/2016 14:10,0.49,0.13,2.5,1.2,0.8,0.3271,0.0321,,-0.13
3,6/19/2016 14:10,0.36,0.26,2.7,1.4,1,0.2351,0.0169,,-0.16
3,6/19/2016 14:10,0.2,0.42,2.9,1.6,1.2,0.052,0.0021,,-0.11
3,6/19/2016 14:10,0.09,0.53,3.1,1.8,1.4,0.0162,0.0004,,-0.09
3,6/19/2016 14:10,0,0.62,3.25,1.95,1.6,0,0,,0
4,6/19/2016 16:40,0,0.605,0,-1.14,-1.54,0,0,,0.34
4,6/19/2016 16:40,0.34,0.265,0.14,-1,-1.4,0.3867,0.0316,,0.095
4,6/19/2016 16:40,0.435,0.17,0.34,-0.8,-1.2,0.4756,0.0414,,0.035
4,6/19/2016 16:40,0.47,0.135,0.54,-0.6,-1,0.5742,0.054,,0.08
4,6/19/2016 16:40,0.55,0.055,0.74,-0.4,-0.8,0.5271,0.058,,0.05
4,6/19/2016 16:40,0.6,0.005,0.94,-0.2,-0.6,0.5369,0.0644,,0.005
4,6/19/2016 16:40,0.605,0,1.14,0,-0.4,0.5191,0.0628,,-0.02
4,6/19/2016 16:40,0.585,0.02,1.34,0.2,-0.2,0.552,0.0969,,-0.055
4,6/19/2016 16:40,0.53,0.075,1.74,0.6,0,0.5227,0.0831,,0.015
4,6/19/2016 16:40,0.545,0.06,1.94,0.8,0.2,0.4907,0.0535,,-0.035
4,6/19/2016 16:40,0.51,0.095,2.14,1,0.6,0.464,0.0473,,0.02
4,6/19/2016 16:40,0.53,0.075,2.34,1.2,0.8,0.4284,0.0454,,-0.04
4,6/19/2016 16:40,0.49,0.115,2.54,1.4,1,0.3573,0.035,,-0.095
4,6/19/2016 16:40,0.395,0.21,2.74,1.6,1.2,0.3618,0.0286,,-0.135
4,6/19/2016 16:40,0.26,0.345,2.94,1.8,1.4,0.2,0.0104,,-0.1
4,6/19/2016 16:40,0.16,0.445,3.14,2,1.6,0.0071,0.0004,,-0.16
4,6/19/2016 16:40,0,0.605,3.35,2.21,1.8,0,0,,0
5,6/22/2016 14:35,0,0.47,0,-1.4,-1.5,0,0,,0.14
5,6/22/2016 14:35,0.14,0.33,0.2,-1.2,-1.4,0.2827,0.0119,,0.11
5,6/22/2016 14:35,0.25,0.22,0.4,-1,-1.2,0.3644,0.0182,,0.09
5,6/22/2016 14:35,0.34,0.13,0.6,-0.8,-1,0.4036,0.0274,,0.08
5,6/22/2016 14:35,0.42,0.05,0.8,-0.6,-0.8,0.472,0.0396,,0.02
5,6/22/2016 14:35,0.44,0.03,1,-0.4,-0.6,0.4116,0.0362,,0.02
5,6/22/2016 14:35,0.46,0.01,1.2,-0.2,-0.4,0.4498,0.0414,,0.01
5,6/22/2016 14:35,0.47,0,1.4,0,-0.2,0.416,0.0391,,-0.05
5,6/22/2016 14:35,0.42,0.05,1.6,0.2,0,0.4382,0.0368,,-0.02
5,6/22/2016 14:35,0.4,0.07,1.8,0.4,0.2,0.4107,0.0329,,-0.01
5,6/22/2016 14:35,0.39,0.08,2,0.6,0.4,0.3787,0.0295,,0
5,6/22/2016 14:35,0.39,0.08,2.2,0.8,0.6,0.3511,0.0274,,-0.07
5,6/22/2016 14:35,0.32,0.15,2.4,1,0.8,0.2827,0.0181,,-0.08
5,6/22/2016 14:35,0.24,0.23,2.6,1.2,1,0.2267,0.0109,,-0.1
5,6/22/2016 14:35,0.14,0.33,2.8,1.4,1.2,0.1751,0.0049,,-0.11
5,6/22/2016 14:35,0.03,0.44,3,1.6,1.4,0,0,,-0.03
5,6/22/2016 14:35,0,0.47,3.1,1.7,1.6,0,0,,0
6,6/28/2016 16:40,0,0.505,0,-1.01,-1.4,0,0,,0.33
6,6/28/2016 16:40,0.33,0.175,0.21,-0.8,-1.2,0.2373,0.0243,,0.11
6,6/28/2016 16:40,0.44,0.065,0.41,-0.6,-1,0.4564,0.0402,,0.09
6,6/28/2016 16:40,0.53,-0.025,0.61,-0.4,-0.8,0.4796,0.0508,,-0.025
6,6/28/2016 16:40,0.505,0,0.81,-0.2,-0.6,0.5293,0.0535,,0
6,6/28/2016 16:40,0.505,0,1.01,0,-0.4,0.5969,0.0603,,-0.005
6,6/28/2016 16:40,0.5,0.005,1.21,0.2,-0.2,0.5707,0.0571,,-0.01
6,6/28/2016 16:40,0.49,0.015,1.41,0.4,0,0.5289,0.0518,,0.005
6,6/28/2016 16:40,0.495,0.01,1.61,0.6,0.2,0.5498,0.0544,,-0.035
6,6/28/2016 16:40,0.46,0.045,1.81,0.8,0.4,0.4538,0.0417,,-0.025
6,6/28/2016 16:40,0.435,0.07,2.01,1,0.6,0.4436,0.0386,,-0.03
6,6/28/2016 16:40,0.405,0.1,2.21,1.2,0.8,0.404,0.0327,,-0.07
6,6/28/2016 16:40,0.335,0.17,2.41,1.4,1,0.3551,0.0238,,-0.035
6,6/28/2016 16:40,0.3,0.205,2.61,1.6,1.2,0.2818,0.0169,,-0.1
6,6/28/2016 16:40,0.2,0.305,2.81,1.8,1.4,0.1498,0.009,,-0.2
6,6/28/2016 16:40,0,0.505,3.01,2,1.6,0,0,,0
7,6/29/2016 13:20,0,0.39,0,-0.95,-1.15,0,0,,0.12
7,6/29/2016 13:20,0.12,0.27,0.15,-0.8,-0.95,0.2338,0.007,,0.095
7,6/29/2016 13:20,0.215,0.175,0.35,-0.6,-0.8,0.2542,0.0109,,0.095
7,6/29/2016 13:20,0.31,0.08,0.55,-0.4,-0.6,0.4142,0.0257,,0.04
7,6/29/2016 13:20,0.35,0.04,0.75,-0.2,-0.4,0.3947,0.0276,,0.04
7,6/29/2016 13:20,0.39,0,0.95,0,-0.2,0.4471,0.0349,,-0.01
7,6/29/2016 13:20,0.38,0.01,1.15,0.2,0,0.4338,0.033,,-0.02
7,6/29/2016 13:20,0.36,0.03,1.35,0.4,0.2,0.3991,0.0287,,-0.02
7,6/29/2016 13:20,0.34,0.05,1.55,0.6,0.4,0.4507,0.0306,,0.01
7,6/29/2016 13:20,0.35,0.04,1.75,0.8,0.6,0.3911,0.0274,,-0.05
7,6/29/2016 13:20,0.3,0.09,1.95,1,0.8,0.3316,0.0199,,-0.01
7,6/29/2016 13:20,0.29,0.1,2.15,1.2,1,0.3271,0.019,,-0.07
7,6/29/2016 13:20,0.22,0.17,2.35,1.4,1.2,0.2649,0.0117,,-0.06
7,6/29/2016 13:20,0.16,0.23,2.55,1.6,1.4,0.0676,0.0032,,-0.16
7,6/29/2016 13:20,0,0.39,2.75,1.8,1.6,0,0,,0
8,6/29/2016 17:15,0,0.37,0,-1.2,-1.2,0,0,,0.15
8,6/29/2016 17:15,0.15,0.22,0.2,-1,-1,0.2391,0.0108,,0.1
8,6/29/2016 17:15,0.25,0.12,0.4,-0.8,-0.8,0.3067,0.0153,,0.05
8,6/29/2016 17:15,0.3,0.07,0.6,-0.6,-0.6,0.3582,0.0215,,0.05
8,6/29/2016 17:15,0.35,0.02,0.8,-0.4,-0.4,0.4,0.028,,0
8,6/29/2016 17:15,0.35,0.02,1,-0.2,-0.2,0.4329,0.0303,,0.02
8,6/29/2016 17:15,0.37,0,1.2,0,0,0.4027,0.0298,,-0.02
8,6/29/2016 17:15,0.35,0.02,1.4,0.2,0.2,0.3351,0.0235,,0.01
8,6/29/2016 17:15,0.36,0.01,1.6,0.4,0.4,0.3822,0.0275,,-0.02
8,6/29/2016 17:15,0.34,0.03,1.8,0.6,0.6,0.3582,0.0244,,-0.03
8,6/29/2016 17:15,0.31,0.06,2,0.8,0.8,0.3298,0.0204,,-0.03
8,6/29/2016 17:15,0.28,0.09,2.2,1,1,0.3164,0.0177,,-0.08
8,6/29/2016 17:15,0.2,0.17,2.4,1.2,1.2,0.256,0.0102,,-0.08
8,6/29/2016 17:15,0.12,0.25,2.6,1.4,1.4,0.0969,0.0033,,-0.12
8,6/29/2016 17:15,0,0.37,2.78,1.58,1.58,0,0,,0
9,6/30/2016 15:10,0,0.45,0,-0.82,-1.22,0,0,,0.165
9,6/30/2016 15:10,0.165,0.285,0.22,-0.6,-1,0.1444,0.0076,,0.125
9,6/30/2016 15:10,0.29,0.16,0.42,-0.4,-0.8,0.2662,0.0154,,0.11
9,6/30/2016 15:10,0.4,0.05,0.62,-0.2,-0.6,0.2849,0.0228,,0.05
9,6/30/2016 15:10,0.45,0,0.82,0,-0.4,0.3422,0.0308,,-0.01
9,6/30/2016 15:10,0.44,0.01,1.02,0.2,-0.2,0.4511,0.0397,,-0.015
9,6/30/2016 15:10,0.425,0.025,1.22,0.4,0,0.4533,0.0385,,-0.005
9,6/30/2016 15:10,0.42,0.03,1.42,0.6,0.2,0.4022,0.0338,,-0.005
9,6/30/2016 15:10,0.415,0.035,1.62,0.8,0.4,0.3982,0.0331,,-0.005
9,6/30/2016 15:10,0.41,0.04,1.82,1,0.6,0.4009,0.0329,,-0.015
9,6/30/2016 15:10,0.395,0.055,2.02,1.2,0.8,0.4173,0.033,,-0.03
9,6/30/2016 15:10,0.365,0.085,2.22,1.4,1,0.3627,0.0265,,-0.005
9,6/30/2016 15:10,0.36,0.09,2.42,1.6,1.2,0.3004,0.0216,,-0.1
9,6/30/2016 15:10,0.26,0.19,2.62,1.8,1.4,0.2253,0.0117,,-0.06
9,6/30/2016 15:10,0.2,0.25,2.82,2,1.6,0.1987,0.0119,,-0.2
9,6/30/2016 15:10,0,0.45,3.02,2.2,1.8,0,0,,0
10,7/2/2016 11:30,0,0.475,0,-1.1,-1.1,0,0,,0.13
10,7/2/2016 11:30,0.13,0.345,0.1,-1,-1,0.088,0.0023,,0.09
10,7/2/2016 11:30,0.22,0.255,0.3,-0.8,-0.8,0.3138,0.0138,,0.065
10,7/2/2016 11:30,0.285,0.19,0.5,-0.6,-0.6,0.3689,0.021,,0.115
10,7/2/2016 11:30,0.4,0.075,0.7,-0.4,-0.4,0.4756,0.038,,0.07
10,7/2/2016 11:30,0.47,0.005,0.9,-0.2,-0.2,0.5191,0.0488,,0.005
10,7/2/2016 11:30,0.475,0,1.1,0,0,0.5173,0.0491,,-0.06
10,7/2/2016 11:30,0.415,0.06,1.3,0.2,0.2,0.4987,0.0414,,-0.03
10,7/2/2016 11:30,0.385,0.09,1.5,0.4,0.4,0.4258,0.0328,,-0.025
10,7/2/2016 11:30,0.36,0.115,1.7,0.6,0.6,0.376,0.0271,,-0.02
10,7/2/2016 11:30,0.34,0.135,1.9,0.8,0.8,0.3884,0.0264,,-0.055
10,7/2/2016 11:30,0.285,0.19,2.1,1,1,0.3547,0.0202,,-0.065
10,7/2/2016 11:30,0.22,0.255,2.3,1.2,1.2,0.3396,0.0149,,-0.07
10,7/2/2016 11:30,0.15,0.325,2.5,1.4,1.4,0.2356,0.0071,,-0.075
10,7/2/2016 11:30,0.075,0.4,2.7,1.6,1.6,0.0738,0.0009,,-0.075
10,7/2/2016 11:30,0,0.475,2.76,1.66,1.66,0,0,,0
11,7/7/2016 13:20,0,0.585,0,-1.31,-1.31,0,0,,0.2
11,7/7/2016 13:20,0.2,0.385,0.11,-1.2,-1.2,0.4356,0.0183,,0.12
11,7/7/2016 13:20,0.32,0.265,0.31,-1,-1,0.4716,0.0302,,0.115
11,7/7/2016 13:20,0.435,0.15,0.51,-0.8,-0.8,0.4889,0.0425,,0.045
11,7/7/2016 13:20,0.48,0.105,0.71,-0.6,-0.6,0.5151,0.0495,,0.07
11,7/7/2016 13:20,0.55,0.035,0.91,-0.4,-0.4,0.5698,0.0627,,0.01
11,7/7/2016 13:20,0.56,0.025,1.11,-0.2,-0.2,0.6218,0.0696,,0.025
11,7/7/2016 13:20,0.585,0,1.31,0,0,0.5662,0.0662,,-0.04
11,7/7/2016 13:20,0.545,0.04,1.51,0.2,0.2,0.5542,0.0604,,0
11,7/7/2016 13:20,0.545,0.04,1.71,0.4,0.4,0.5436,0.0592,,-0.03
11,7/7/2016 13:20,0.515,0.07,1.91,0.6,0.6,0.4822,0.0497,,-0.095
11,7/7/2016 13:20,0.42,0.165,2.11,0.8,0.8,0.5089,0.0427,,-0.07
11,7/7/2016 13:20,0.35,0.235,2.31,1,1,0.4187,0.0293,,-0.06
11,7/7/2016 13:20,0.29,0.295,2.51,1.2,1.2,0.3782,0.0219,,-0.04
11,7/7/2016 13:20,0.25,0.335,2.71,1.4,1.4,0.2876,0.0144,,-0.05
11,7/7/2016 13:20,0.2,0.385,2.91,1.6,1.6,0.2756,0.0105,,-0.2
11,7/7/2016 13:20,0,0.585,3,1.69,1.69,0,0,,0
12,7/11/2016 15:05,0,0.58,0,-1.18,-1.3,0,0,,0.24
12,7/11/2016 15:05,0.24,0.34,0.18,-1,-1.18,0.3182,0.0214,,0.08
12,7/11/2016 15:05,0.32,0.26,0.38,-0.8,-1,0.4564,0.0292,,0.12
12,7/11/2016 15:05,0.44,0.14,0.58,-0.6,-0.8,0.5009,0.0441,,0.06
12,7/11/2016 15:05,0.5,0.08,0.78,-0.4,-0.6,0.5462,0.0546,,0.035
12,7/11/2016 15:05,0.535,0.045,0.98,-0.2,-0.4,0.6431,0.0688,,0.045
12,7/11/2016 15:05,0.58,0,1.18,0,-0.2,0.6333,0.0735,,-0.01
12,7/11/2016 15:05,0.57,0.01,1.38,0.2,0,0.6182,0.0705,,-0.045
12,7/11/2016 15:05,0.525,0.055,1.58,0.4,0.2,0.5396,0.0567,,-0.02
12,7/11/2016 15:05,0.505,0.075,1.78,0.6,0.4,0.4716,0.0476,,-0.05
12,7/11/2016 15:05,0.455,0.125,1.98,0.8,0.6,0.4956,0.0451,,-0.075
12,7/11/2016 15:05,0.38,0.2,2.18,1,0.8,0.424,0.0322,,-0.075
12,7/11/2016 15:05,0.305,0.275,2.38,1.2,1,0.3876,0.0236,,-0.06
12,7/11/2016 15:05,0.245,0.335,2.58,1.4,1.2,0.2689,0.0132,,-0.03
12,7/11/2016 15:05,0.215,0.365,2.78,1.6,1.4,0.1262,0.0062,,-0.215
12,7/11/2016 15:05,0,0.58,2.91,1.73,1.6,0,0,,0
13,7/20/2016 12:30,0,0.465,0,-1.35,-1.35,0,0,,0.155
13,7/20/2016 12:30,0.155,0.31,0.15,-1.2,-1.2,0.4507,0.0175,,0.08
13,7/20/2016 12:30,0.235,0.23,0.35,-1,-1,0.4636,0.0218,,0.085
13,7/20/2016 12:30,0.32,0.145,0.55,-0.8,-0.8,0.6142,0.0393,,0.045
13,7/20/2016 12:30,0.365,0.1,0.75,-0.6,-0.6,0.6964,0.0508,,0.03
13,7/20/2016 12:30,0.395,0.07,0.95,-0.4,-0.4,0.7178,0.0567,,0.04
13,7/20/2016 12:30,0.435,0.03,1.15,-0.2,-0.2,0.7004,0.0609,,0.03
13,7/20/2016 12:30,0.465,0,1.35,0,0,0.6356,0.0591,,-0.005
13,7/20/2016 12:30,0.46,0.005,1.55,0.2,0.2,0.6253,0.0575,,-0.005
13,7/20/2016 12:30,0.455,0.01,1.75,0.4,0.4,0.5631,0.0512,,-0.075
13,7/20/2016 12:30,0.38,0.085,1.95,0.6,0.6,0.5484,0.0417,,-0.06
13,7/20/2016 12:30,0.32,0.145,2.15,0.8,0.8,0.52,0.0333,,-0.07
13,7/20/2016 12:30,0.25,0.215,2.35,1,1,0.448,0.0224,,-0.105
13,7/20/2016 12:30,0.145,0.32,2.55,1.2,1.2,0.3844,0.0111,,-0.09
13,7/20/2016 12:30,0.055,0.41,2.75,1.4,1.4,0.2204,0.0024,,-0.02
13,7/20/2016 12:30,0.035,0.43,2.95,1.6,1.6,0,0,,-0.035
13,7/20/2016 12:30,0,0.465,3,1.65,1.65,0,0,,0
14,7/20/2016 15:15,0,0.545,0,-1.86,-1.4,0,0,,0.28
14,7/20/2016 15:15,0.28,0.265,0.26,-1.6,-1.2,0.4067,0.041,,0.03
14,7/20/2016 15:15,0.31,0.235,0.46,-1.4,-1,0.5262,0.0326,,0.09
14,7/20/2016 15:15,0.4,0.145,0.66,-1.2,-0.8,0.6516,0.0521,,0.045
14,7/20/2016 15:15,0.445,0.1,0.86,-1,-0.6,0.7551,0.0672,,0.05
14,7/20/2016 15:15,0.495,0.05,1.06,-0.8,-0.4,0.7302,0.0723,,0.03
14,7/20/2016 15:15,0.525,0.02,1.26,-0.6,-0.2,0.784,0.0823,,0.015
14,7/20/2016 15:15,0.54,0.005,1.46,-0.4,0,0.7449,0.0804,,0
14,7/20/2016 15:15,0.54,0.005,1.66,-0.2,0.2,0.7387,0.0798,,0.005
14,7/20/2016 15:15,0.545,0,1.86,0,0.4,0.5991,0.0653,,-0.07
14,7/20/2016 15:15,0.475,0.07,2.06,0.2,0.6,0.6058,0.0575,,-0.095
14,7/20/2016 15:15,0.38,0.165,2.26,0.4,0.8,0.5369,0.0408,,-0.07
14,7/20/2016 15:15,0.31,0.235,2.46,0.6,1,0.5156,0.032,,-0.1
14,7/20/2016 15:15,0.21,0.335,2.66,0.8,1.2,0.3662,0.0154,,-0.09
14,7/20/2016 15:15,0.12,0.425,2.86,1,1.4,0.3738,0.009,,-0.065
14,7/20/2016 15:15,0.055,0.49,3.06,1.2,1.6,0.0027,0,,-0.055
14,7/20/2016 15:15,0,0.545,3.18,1.32,1.72,0,0,,0
15,7/20/2016 16:50,0,0.54,0,-1.6,-1.4,0,0,,0.285
15,7/20/2016 16:50,0.285,0.255,0.2,-1.4,-1.2,0.3582,0.0306,,0.02
15,7/20/2016 16:50,0.305,0.235,0.4,-1.2,-1,0.4933,0.0301,,0.08
15,7/20/2016 16:50,0.385,0.155,0.6,-1,-0.8,0.6938,0.0534,,0.045
15,7/20/2016 16:50,0.43,0.11,0.8,-0.8,-0.6,0.6956,0.0598,,0.03
15,7/20/2016 16:50,0.46,0.08,1,-0.6,-0.4,0.6747,0.0621,,0.05
15,7/20/2016 16:50,0.51,0.03,1.2,-0.4,-0.2,0.6653,0.0679,,0.015
15,7/20/2016 16:50,0.525,0.015,1.4,-0.2,0,0.7276,0.0764,,0.015
15,7/20/2016 16:50,0.54,0,1.6,0,0.2,0.6671,0.072,,-0.025
15,7/20/2016 16:50,0.515,0.025,1.8,0.2,0.4,0.6578,0.0678,,-0.09
15,7/20/2016 16:50,0.425,0.115,2,0.4,0.6,0.6,0.051,,-0.07
15,7/20/2016 16:50,0.355,0.185,2.2,0.6,0.8,0.5613,0.0399,,-0.055
15,7/20/2016 16:50,0.3,0.24,2.4,0.8,1,0.5067,0.0304,,-0.095
15,7/20/2016 16:50,0.205,0.335,2.6,1,1.2,0.4622,0.019,,-0.08
15,7/20/2016 16:50,0.125,0.415,2.8,1.2,1.4,0.3036,0.0076,,-0.035
15,7/20/2016 16:50,0.09,0.45,3,1.4,1.6,0.0276,0.0006,,-0.09
15,7/20/2016 16:50,0,0.54,3.13,1.53,1.73,0,0,,0
16,7/26/2016 15:30,0,0.48,0,-1.95,-1.8,0,0,,0.24
16,7/26/2016 15:30,0.24,0.24,0.15,-1.8,-1.6,0.1608,0.0096,,0.08
